ID (Unique record ID),"Species (Dominant tree species, Latin ...)","Spec code (Tree species code, see ""Speci...)","Trees comp (Tree species composition, e.g...)",Comm (Structure of age),Origin,Site ind (Site index code (from 0 to 12...),Standage,Trees canopy h [m] (Average height of the stand -...),DBH [cm] (Average),Trees [#/ha],Stocking rel (Ratio of basal area of a plot...),Tree BA [m**2/ha] (total cross-sectional area of...),Trees grow stock vol [m**3/ha] (Volume of stems of all living...),Stemoverbark,Biom live dm [t/ha] (Bark of stem),Biom live dm [t/ha] (Branches over bark),Foliage,Stumproots,Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of understory),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of green f...),Biom dm [t/ha] (Snags),Biom dm [t/ha] (Logs),Biom dm [t/ha] (Coarse woody debris),Biom dm [t/ha] (Dead branches of living trees),Biom dm [t/ha] (Dead roots),Biom dm [t/ha] (Litter),Country (Country code (ISO ALPHA-3)),Latitude,Longitude,Altitude [m],Date (Year of measurements),Trees (Number of trees selected for ...),LAI,"Ecoregion (Code of ecoregion (Olson, 200...)",Reference
9694,Pinus sylvestris,101,100-Pi,,Natural,7,45,15.4,13.4,1420,0.61,,149,60.9,5.3,7.4,4.4,19.3,,,,,,,,,,,,,,,,,FIN,61.1,24.08,132.5,1972,,,80608,"M盲lk枚nen, 1974"
7934,Pinus sylvestris,101,100-Pi,,Natural,5,45,18.6,18.1,1476,0.85,,294,116,,15,6.6,47,,,,,,,,,,,,,,,,,RUS,54.5,44,,1957,,,80419,"Remezov et al., 1959; Rodin, Bazilevich, 1967."
8314,Pinus sylvestris,101,100-Pi,,Natural,6,45,17.9,16.6,1546,0.98,,306,120.1,12.6,9.16,6.47,32.3,,,,,,,,,,,,,,,,,RUS,54.33,82.5,,1966,,,80809,"Gabeyev, 1968, 1969, 1976, 1990"
8315,Pinus sylvestris,101,100-Pi,,Natural,6,45,17.9,16,2323,1.09,,338,133,13.3,10.6,6.9,35.8,,,,,,,,,,,,,,,,,RUS,54.33,82.5,,1966,,,80809,"Gabeyev, 1968, 1969, 1976, 1990"
7758,Pinus sylvestris,101,100-Pi,,Natural,7,45,14,11,3795,1.41,,300,136.1,14.3,13.1,7.57,32.5,,,,,,,,,,,,,,,,,RUS,62.33,33.97,,1975,,,80608,"Kazimirov et al., 1977"
7777,Pinus sylvestris,101,100-Pi,,Natural,7,45,14,11,3795,1.41,,300,136.1,14.3,13.11,8.57,38.6,,,,,,,,,,,,,,,,,RUS,62.33,33.97,,1975,,,80608,"Kazimirov et al., 1977"
7950,Pinus sylvestris,101,100-Pi,,Natural,10,45,5.7,5.1,8435,1.02,,61.9,22.3,,3.6,4.3,6.8,,,,,,,,,,,,,,,,,RUS,68,33,,1988,,,80608,"Alexeyev , Yarmishko, 1990"
7949,Pinus sylvestris,101,100-Pi,,Natural,11,45,3.5,3.2,10760,0.72,,24.4,10.7,,1.6,0.6,5.9,,,,,,,,,,,,,,,,,RUS,68,33,,1988,,,80608,"Alexeyev , Yarmishko, 1990"
322,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,45,6.4,4.3,16900,1.39,24.7,99,44,6.7,3.2,3.7,10.8,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
9977,Pinus densiflora,101,100-Pi,,Natural,5,46,19.5,28.5,370,0.58,,215,83.9,,14.1,4,29.1,,,,,,,,,,,,,,,,,JPN,41.5,140,,1963,,,80428,"Hatiya et al., 1965, 1968"
2028,Pinus sylvestris,101,100-Pi,,Natural,5,46,21.5,21.8,944,0.97,,409,175.9,,33.947,11.043,16.36,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
9980,Pinus densiflora,101,100-Pi,,Natural,5,46,19.2,21.2,1310,1.31,,473,198.5,,16.6,7,63.4,,,,,,,,,,,,,,,,,JPN,41.5,140,,1963,,,80428,"Hatiya et al., 1965, 1968"
9693,Pinus sylvestris,101,100-Pi,,Natural,8,47,12,13.5,845,0.45,,75.5,30.4,3.3,6.8,3.5,11,,,,,,,,,,,,,,,,,FIN,61.1,24.08,132.5,1972,,,80608,"M盲lk枚nen, 1974"
9820,Pinus sylvestris,101,100-Pi,,Natural,9,47,9.4,11.3,1396,0.68,,81,38.6,3.84,6.7,4.47,14.1,,,,,,,,,,,,,,,,,SWE,60.83,16.47,187.5,1978,,,80608,"Albrektson, 1980a, b"
1899,Pinus sylvestris,101,100-Pi,,Natural,6,47,19,16.4,1515,0.87,,295.1,163.8,,22.4276,7.0824,38.363,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
1882,Pinus sylvestris,101,100-Pi,,Natural,7,48,16.8,15.6,1690,0.95,,260.4,153.7,,22.134,6.51,36.456,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
9706,Pinus pinaster,101,100-Pi,,Natural,6,50,20,37.9,223,0.63,,228,88.1,13.9,15,4.24,28.8,,,,,,,,,,,,,,,,,FRA,44.48,-0.95,38,2004,,,80402,"Bert, Danjon, 2006"
1284,Pinus sylvestris,101,100-Pi,,Natural,11,50,3.3,5.3,340,0.4,,2.4,1.8,,0.5,0.2,0.5,,,,,,,,,11.6,,,,,,,71.5,BLR,52,29,,1985,,,80412,"Kirkovski, 1987"
1277,Pinus sylvestris,101,100-Pi,,Natural,9,50,9.7,14.6,486,0.35,,43.9,18.9,,8.4,1.6,17.2,,,,,,,,,2.7,,,,,,,21.4,BLR,52,29,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982"
5130,Pinus nigra,1012,100-Pi,,Natural,6,50,18.8,25.1,614,1.08,,359,135.8,19.2,22.4,8.9,38.2,,,,,,,,,,,,,,,,,GBR,56,-4,,1978,,,80409,"Miller et al., 1980"
984,Pinus sylvestris,101,100-Pi,even-aged,Natural,9,50,11.6,16.1,781,0.58,15.7,91,35.1,,6,9.8,9.5,,,,,,,,,,0.2,,,,,,4.6,RUS,61,87,,1978,,,80611,"Gordina, 1979"
1959,Pinus sylvestris,101,100-Pi,,Natural,9,50,11.2,11.1,832,0.23,,35,15.4,,4.55,3.85,7,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
4853,Pinus sylvestris,101,100-Pi,,Natural,6,50,19.2,18.1,930,0.68,,234,91,,8.62,4.09,27.1,,,,,,,,,,,,,,,,,BLR,54,27.58,,1983,,,80412,"Sidorovich et al., 1985"
7969,Pinus sylvestris,101,100-Pi,,Natural,9,50,9.9,13.9,949,0.64,,82,30.7,2.36,5.74,3.95,10.9,,,,,,,,,,,,,,,,,RUS,67.67,33.83,,1982,,,80608,"Nikonov, Tsvetkov, 1984"
1282,Pinus sylvestris,101,100-Pi,,Natural,11,50,5,10.5,955,0.52,,28,13.1,,3.6,1,7.7,,,,,,,,,11.5,,,,,,,69,BLR,52,29,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982"
9688,Pinus sylvestris,101,100-Pi,,Natural,8,50,11.8,11.2,1175,0.93,,151.6,67.3,,7.18,1.46,6.05,,,,,,,,,,,,,,,,,FIN,62.78,30.97,145,2002,,,80608,"Wang et al., 2004"
2384,Pinus sylvestris,101,100-Pi,,Natural,6,50,18,14,1390,0.72,,225,94.8,,11.475,5.625,25.425,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
1965,Pinus sylvestris,101,100-Pi,,Natural,7,50,16.3,16.1,1420,0.87,,229,99.8,,6.87,4.58,20.61,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
9571,Pinus sylvestris,101,100-Pi,,Natural,6,50,19.3,17.4,1652,0.95,,328,143.2,11.3,7.52,4.01,29,,,,,,,,,,,,,,,,,UKR,49.33,36.67,,1974,,,80814,"Andrushenko, 1976, 1977"
9817,Pinus sylvestris,101,100-Pi,,Natural,7,50,14.8,12.8,1775,0.6,,137,65.4,6.6,6.1,4.4,12.1,,,,,,,,,,,,,,,,,SWE,60.83,16.47,187.5,1978,,,80608,"Albrektson, 1980a, b"
151,Pinus sylvestris,101,100-Pi,even-aged,Natural,8,50,13,14,1871,0.99,,185,83.7,7.7,13.1,5.2,19.7,,,,,0.12,0.37,0.49,,,,,,,,,19.8,RUS,51.75,94.5,,1967,10月15日,,80815,"Pozdnyakov et al., 1969; Gorbatenko, 1970"
1962,Pinus sylvestris,101,100-Pi,,Natural,7,50,16,14.1,2030,0.85,,219,95.4,,5.256,3.504,17.52,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
260,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,50,18.5,14.4,2240,1.01,,317,119.9,9.7,10.6,5.6,43.8,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
288,Pinus sylvestris,101,100-Pi,even-aged,Natural,9,50,10.6,10.8,3100,1.1,,154,61,6.9,8.2,4.2,12.2,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
274,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,50,15.6,10.8,3733,1.04,34.2,258,101.9,8.9,7.1,4.6,36.2,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
7970,Pinus sylvestris,101,100-Pi,,Natural,9,50,8.8,9.1,4022,1.25,,136,53.1,4.43,6.16,5.88,13.7,,,,,,,,,,,,,,,,,RUS,67.67,33.83,,1982,,,80608,"Nikonov, Tsvetkov, 1984"
303,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,50,8.3,8.1,4852,1.12,,113,46.5,6,6,3.6,11,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
8335,Pinus sylvestris,101,100-Pi,,Natural,8,50,12.5,9,5025,0.91,,161,77.36,10.23,5.58,4.82,16.35,,,,,,,,,,,,,,,,,RUS,59,99,,1976,,,80601,"Buzykin, Pshenichnikova, 1978; Pshenichnikova, 1978"
7971,Pinus sylvestris,101,100-Pi,,Natural,10,50,8.4,6.9,11261,2,,229,92.4,7.93,8.19,7.09,20.5,,,,,,,,,,,,,,,,,RUS,67.67,33.83,,1982,,,80608,"Nikonov, Tsvetkov, 1984"
323,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,50,6.9,4.7,15100,1.43,26.6,113,50.5,6.8,3.4,3.5,11.8,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
7753,Pinus sylvestris,101,100-Pi,,Natural,10,51,8.6,7.6,3484,0.78,,82,38.8,7.79,5.79,3.9,9.78,,,,,,,,,,,,,,,,,RUS,62.22,34.17,,1975,,,80608,"Kazimirov et al., 1977"
7215,Pinus sylvestris,101,100-Pi,,Natural,8,54,14.4,14.3,1647,0.8,,173,85.8,,7.5,4.5,32.9,,,,,,,,,,,,,,,,,LTU,55,24,,1974,,,80412,"Kapustinskaite, 1976"
7763,Pinus sylvestris,101,100-Pi,,Natural,8,54,12.6,9.6,4830,1.42,,254,115.5,10.46,6.75,4.7,20,,,,,,,,,,,,,,,,,RUS,62.33,33.97,,1975,,,80608,"Kazimirov et al., 1977"
2016,Pinus sylvestris,101,100-Pi,,Natural,7,55,16,16.6,1104,0.92,,237,105.2,,11.85,4.74,16.59,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
4854,Pinus sylvestris,101,100-Pi,,Natural,6,55,18.2,16.7,1272,0.78,,250,122.2,,13.7,5.78,24.2,,,,,,,,,,,,,,,,,BLR,54.83,28,,1983,,,80436,"Sidorovich et al., 1985"
7868,Pinus sylvestris,101,100-Pi,,Natural,11,55,6.3,6.8,1360,0.3,,21.6,12.1,,3.97,0.54,10.7,,,,,,,,,,,,,,,,,RUS,58,33,,1974,,,80436,"Golovenko et al., 1976; 1981; Gerasimova et al., 1980"
4708,Pinus sylvestris,101,100-Pi,,Natural,10,55,8.3,9.7,3437,1.19,,120,67.8,6.32,7.74,1.88,10.9,,,,,,,,,,,,,,,,,BLR,54.75,28.17,,1979,,,80436,"Valetov et al., 1981, 1985"
324,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,55,7.4,5.2,13400,1.47,28.3,127,56.6,6.9,3.7,3.4,13.4,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
1880,Pinus sylvestris,101,100-Pi,,Natural,7,56,16.3,12.2,2592,0.96,,251.5,148.4,,14.084,6.036,32.695,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
7938,Pinus sylvestris,101,100-Pi,,Natural,4,57,25.7,24.5,875,0.62,,356,180,,16.2,10.3,41.2,,,,,,,,,,,,,,,,,RUS,54.5,44,,1957,,,80419,"Remezov et al., 1959; Rodin, Bazilevich, 1967."
8063,Pinus sylvestris,101,100-Pi,,Natural,7,57,17,16,1150,1,,278,110.8,,13.2,5.55,28.8,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
8062,Pinus sylvestris,101,100-Pi,,Natural,6,57,20,16,2030,0.96,,350,136.2,,16.4,8,36.4,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
8316,Pinus sylvestris,101,100-Pi,,Natural,5,58,22.6,20.9,854,0.77,,348,156.5,14.2,15.1,7.88,40.6,,,,,,,,,,,,,,,,,RUS,54.33,82.5,,1966,,,80809,"Gabeyev, 1968, 1969, 1976, 1990"
8395,Pinus sylvestris,101,100-Pi,,Natural,7,58,20,17.4,2125,1.31,,454,186.1,27.9,23.7,7.9,39.6,,,,,,,,,,,,,,,,,RUS,56.17,92.5,,2000,,,80817,"Greshilova, 2004; Stakanov, 1990; Stakanov et al., 2002"
8394,Pinus sylvestris,101,100-Pi,,Natural,7,58,18.5,14.4,2800,1.23,,386,158.3,23.7,20.2,6.7,33.6,,,,,,,,,,,,,,,,,RUS,56.17,92.5,,2000,,,80817,"Greshilova, 2004; Stakanov, 1990; Stakanov et al., 2002"
8392,Pinus sylvestris,101,100-Pi,,Natural,7,58,18,14.2,3050,1.33,,401,164.4,24.7,20.9,6.9,34.9,,,,,,,,,,,,,,,,,RUS,56.17,92.5,,2000,,,80817,"Greshilova, 2004; Stakanov, 1990; Stakanov et al., 2002"
8393,Pinus sylvestris,101,100-Pi,,Natural,7,58,18.1,14,3650,1.54,,468,199.3,29.9,25.4,8.5,42.3,,,,,,,,,,,,,,,,,RUS,56.17,92.5,,2000,,,80817,"Greshilova, 2004; Stakanov, 1990; Stakanov et al., 2002"
7780,Pinus sylvestris,101,100-Pi,,Natural,7,59,18.7,17,1565,1.18,,374,173.1,8.7,15.98,5.72,28.3,,,,,,,,,,,,,,,,,RUS,62.33,33.97,,1975,,,80608,"Kazimirov et al., 1977"
1975,Pinus sylvestris,101,100-Pi,,Natural,5,60,27.8,36.7,348,0.76,,453,204.3,,20.838,6.342,31.71,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
5131,Pinus nigra,1012,100-Pi,,Natural,6,60,21.6,29.4,474,1.02,,413,156,21.9,26.2,8,41,,,,,,,,,,,,,,,,,GBR,56,-4,,1978,,,80409,"Miller et al., 1980"
7866,Pinus sylvestris,101,100-Pi,,Natural,7,60,17.1,20.7,520,0.58,,162,69.2,,13.1,3.91,16.5,,,,,,,,,,,,,,,,,RUS,58,33,,1974,,,80436,"Golovenko et al., 1976; 1981; Gerasimova et al., 1980"
2021,Pinus sylvestris,101,100-Pi,,Natural,5,60,24.1,25.7,580,0.62,,307,138.6,,11.666,12.894,30.7,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
7865,Pinus sylvestris,101,100-Pi,,Natural,7,60,17.1,20.7,850,0.83,,232,104.8,,19.7,5.92,25,,,,,,,,,,,,,,,,,RUS,58,33,,1974,,,80436,"Golovenko et al., 1976; 1981; Gerasimova et al., 1980"
4709,Pinus sylvestris,101,100-Pi,,Natural,7,60,18,18.4,903,0.67,,201.1,99,8.12,10,3.65,12.6,,,,,,,,,,,,,,,,,BLR,54.75,28.17,,1979,,,80436,"Valetov et al., 1981, 1985"
4718,Pinus sylvestris,101,100-Pi,,Natural,7,60,18.2,17.5,951,0.65,,198,75.5,,4.88,4.43,20.6,,,,,,,,,,,,,,,,,BLR,54.83,28,,1968,,,80436,"Boyko et al., 1970, 1975b"
4729,Pinus sylvestris,101,100-Pi,,Natural,7,60,17.8,16.1,955,0.57,,168,63.9,8.9,6.5,3.3,23.5,,,,,,,,,,,,,,,,,BLR,54,26,,1981,,,80412,"Boyko et al., 1983"
1969,Pinus sylvestris,101,100-Pi,,Natural,7,60,19.2,17.6,1050,0.85,,281,126.7,,6.182,5.058,36.53,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
261,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,60,20.7,18.1,1488,1,,362,137,9.8,13,5.5,48.1,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
4706,Pinus sylvestris,101,100-Pi,,Natural,12,60,2.8,4.5,1886,0.36,,10.2,3.4,0.8,0.9,0.45,2.6,,,,,,,,,,,,,,,,,BLR,54.75,28.17,,1979,,,80436,"Valetov et al., 1981, 1985"
275,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,60,17.5,14.2,2247,1,35.6,291,113.9,8.8,9.1,4.5,40.7,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
289,Pinus sylvestris,101,100-Pi,even-aged,Natural,9,60,12.5,12.4,2550,1.1,,191,76.2,7.2,9,4,13.7,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
126,Pinus sylvestris,101,100-Pi,even-aged,Natural,9,60,12,11.5,2825,1.07,28.6,177.5,100.666,7.504,14.771,8.798,21.158,,,,,,,,,0.545,1.995,,,,3.536,3.95,42.875,KAZ,55,69,,1972,,,80809,"Zhuravleva, 1974"
4228,Pinus sylvestris,101,100-Pi,,Natural,9,60,12,11.5,2825,1.07,28.6,177.5,100.67,7.5,14.77,8.8,25.16,,,,,,,,,0.54,,,,,3.54,,42.88,KAZ,52,76,,1971,,,80810,"Kolodchenko, 1974"
4229,Pinus sylvestris,101,100-Pi,,Natural,9,60,11,10.2,2940,0.94,23.8,139.4,83.12,7.07,12.92,14.13,24.25,,,,,,,,,1.06,,,,,1.18,,29.58,KAZ,52,76,,1971,,,80810,"Kolodchenko, 1974"
304,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,60,9.8,9.3,3975,1.1,,138,57.2,6.1,6.6,3.5,12.2,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
325,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,60,7.9,5.7,11800,1.5,29.7,141,62.7,6.9,3.9,3.3,14.4,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
9449,Pinus mugus,180,100-Pi,,Natural,12,60,3,,18850,1.81,,56,27.9,,9.99,8.92,48.1,,,,,,,,,,,,,,,,,UKR,49,23,1500,1966,,,80504,"Kolishchuk, 1968"
8064,Pinus sylvestris,101,100-Pi,,Natural,8,61,16,14,1464,0.84,,208,83.4,,10,4.89,22.2,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
420,Pinus sylvestris,101,100-Pi,even-aged,Natural,8,62,15.3,13.4,2898,1.49,40.86,348.9,129.337,15.646,8.155,4.663,34.662,,,,,0.049,,,,1.301,,,,,3.295,0.412,23.042,RUS,56,82.5,,1990,9月12日,,80444,"Gabeyev, 1990"
2017,Pinus sylvestris,101,100-Pi,,Natural,6,63,24.6,24.7,540,0.68,,325,148.3,,5.525,7.475,26,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
8317,Pinus sylvestris,101,100-Pi,,Natural,5,64,26.8,22.5,898,0.75,,427,165,14.9,24.5,8.8,50.1,,,,,,,,,,,,,,,,,RUS,54.33,82.5,,1966,,,80809,"Gabeyev, 1968, 1969, 1976, 1990"
21,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,65,8.7,8.8,5050,1.45,32.9,155,68.25,16.38,9.4,5.52,20,,,,,,,,,1.6,,,,,1.34,,19.7,KAZ,53,70.2,,1973,5月15日,,80811,"Atkin, 1978"
20,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,65,8.8,8.4,7800,1.55,43,168,92.25,21.13,14.07,8.3,22,,,,,,,,,1.37,,,,,1.55,,16.7,KAZ,53,70.2,,1973,5月15日,,80811,"Atkin, 1978"
19,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,65,8.3,8,8350,1.64,40.8,165,90.58,20.74,11.55,7.32,21,,,,,,,,,3.11,,1.23,,,1.3,,29.8,KAZ,53,70.2,,1973,5月15日,,80811,"Atkin, 1978"
326,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,65,8.4,6.2,10400,1.52,30.9,155,68.4,6.9,4.3,3.2,15,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
17,Pinus sylvestris,101,100-Pi,even-aged,Natural,11,65,6.4,4.9,21100,2,40.1,151,85.16,19.5,6.19,5.46,19,,,,,,,,,1.58,,1.85,,,0.97,,23.8,KAZ,53,70.2,,1973,5月15日,,80811,"Atkin, 1978"
1885,Pinus sylvestris,101,100-Pi,,Natural,7,66,20.4,21.8,833,0.82,,292.9,172.8,,16.4024,7.0296,41.006,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
1893,Pinus sylvestris,101,100-Pi,,Natural,5,67,27.3,27.6,508,0.8,,467,259.2,,26.619,10.741,65.38,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
8305,Pinus sylvestris,101,100-Pi,,Natural,6,67,22.2,29.1,704,1.06,,445,189.7,5.99,22.9,9.43,47.3,,,,,,,,,,,,,,,,,RUS,56.72,85.67,,1966,,,80444,"Gabeyev, 1968, 1976, 1990"
8066,Pinus sylvestris,101,100-Pi,,Natural,9,67,14,14,1388,0.74,,149,62,,7.6,4.22,17.2,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
8318,Pinus sylvestris,101,100-Pi,,Natural,5,69,27.7,22.7,615,0.69,,410,167,15,21.8,10.5,45.2,,,,,,,,,,,,,,,,,RUS,54.33,82.5,,1966,,,80809,"Gabeyev, 1968, 1969, 1976, 1990"
5132,Pinus nigra,1012,100-Pi,,Natural,6,70,23.8,32.9,403,1.01,,464,175,24.4,29.8,7.1,43.6,,,,,,,,,,,,,,,,,GBR,56,-4,,1978,,,80409,"Miller et al., 1980"
985,Pinus sylvestris,101,100-Pi,even-aged,Natural,9,70,13.8,22.9,451,0.64,18.6,128,47.4,,9.3,9.6,12.6,,,,,,,,,,0.4,,,,,,5.2,RUS,61,87,,1978,,,80611,"Gordina, 1979"
1976,Pinus sylvestris,101,100-Pi,,Natural,6,70,23,26,552,0.69,,301,139.9,,12.341,5.719,30.1,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
152,Pinus sylvestris,101,100-Pi,even-aged,Natural,8,70,17,22,576,0.81,,219,105.2,9.7,16.7,5.3,21,,,,,1.61,0.06,1.67,,,,,,,,,20.7,RUS,51.75,94.5,,1967,10月15日,,80815,"Pozdnyakov et al., 1969; Gorbatenko, 1970"
4717,Pinus sylvestris,101,100-Pi,,Natural,6,70,23,21.1,762,0.63,,275,103.7,,4.73,6.54,29.4,,,,,,,,,,,,,,,,,BLR,54.83,28,,1968,,,80436,"Boyko et al., 1970, 1975b"
4834,Pinus sylvestris,101,100-Pi,,Natural,8,70,15.6,15.6,955,0.56,,134,65.2,10.3,10.8,3,26.7,,,,,,,,,,,,,,,,,BLR,52,28,,1974,,,80412,"Boyko et al., 1976; Boyko, Loznukho, 1982"
262,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,70,22.4,21.2,1122,0.98,,396,150.4,9.9,14.7,5.4,50.9,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
8400,Pinus sylvestris,101,100-Pi,even-aged,Natural,6,70,23,20,1493,1.1,,482,216.9,20,12.8,8,43.4,,,,,0.06,0.05,0.11,,2.04,,,,,,,16.3,RUS,53.83,92,,1968,,7.7,80817,"Pozdnyakov, 1975a; Gorbatenko, 1970; Orlovski et al., 1974"
276,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,70,18.9,17.2,1575,0.98,36.6,315,122.7,8.7,10.9,4.5,43.8,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
7939,Pinus sylvestris,101,100-Pi,,Natural,11,70,6.16,7.66,1641,0.5,,35,16.9,2.2,3.49,1.8,5.54,,,,,,,,,,,,,,,,,RUS,68,30,,1994,,,80608,"Lukina, 1996"
8337,Pinus sylvestris,101,100-Pi,,Natural,8,70,16.8,16,1698,1.15,,305,128.2,8.8,6.5,4.8,39.2,,,,,,,,,,,,,,,,,RUS,56.5,101.83,,1976,,,80601,"Kulagina, 1978"
137,Pinus sylvestris,101,100-Pi,even-aged,Natural,8,70,18,15,1845,0.94,,274,123.9,12.1,7.6,5.1,24.8,,,,,0.49,0.21,0.7,,2,,,,,,,19.1,RUS,62,90,,1967,10月15日,5.46,80601,"Gorbatenko, 1970; Pozdnyakov et al., 1969; Pozdnyakov., 1975a"
403,Pinus sylvestris,101,100-Pi,even-aged,Natural,7,70,19.4,16.5,1867,1.18,45.88,393.2,168.91,9.29,11.9,5.27,47.213,,,,,0.057,0.003,0.06,,1.991,,1.63,2.19,,1.29,0.96,22.191,RUS,56,84,,1974,9月12日,,80444,"Gabeyev, 1968, 1976, 1990"
8379,Pinus sylvestris,101,100-Pi,even-aged,Natural,8,70,17,21,1870,1.23,,331,150,14.6,10.1,4.2,37.5,,,,,0.34,0.06,0.4,,2.03,,,,,,,15.3,RUS,53,93,750,1969,,,80519,"Protopopov, 1971; Pozdnyakov et al., 1969"
8116,Pinus sylvestris,101,100-Pi,,Natural,10,70,11,10,2040,0.75,,109,60.3,6.46,4.35,3.99,21.4,,,,,,,,,,,,,,,,,RUS,62,50.33,,1985,,,80608,"Bobkova, 1987"
290,Pinus sylvestris,101,100-Pi,even-aged,Natural,9,70,14,13.9,2142,1.09,,221,88.3,7.3,9.7,4,14.8,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
305,Pinus sylvestris,101,100-Pi,even-aged,Natural,10,70,11,10.4,3355,1.1,,160,66.5,6,7.2,3.4,13.3,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
